Asset_Number_AR,Asset_Description_AR,Category,Model_No,Model_Description,Colour_Scheme,Easting_Coord,Northing_Coord
1119312,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322294.6754,5812704.222
1119313,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322380.7043,5812815.229
1119314,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322216.9583,5812872.238
1119315,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,,
1119316,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322277.7384,5812971.738
1119317,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322074.7092,5812894.733
1119318,Seat - Urban Design Park Style - Green Powder Coat - Gordon Reserve,Seat,,,,321655.3833,5813049.832
1119319,Seat - Urban Design Park Style - Green Powder Coat - Gordon Reserve,Seat,,,,321658.962,5813049.592
1119320,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322167.2194,5812843.114
1119321,Seat - Urban Design Park Style - Green Powder Coat - Queen Victoria Gardens,Seat,,,,321496.8735,5811992.677
1119322,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322314.0861,5813291.652
1119323,Seat - Urban Design Park Style - Green Powder Coat - Grant Street,Seat,,,,321258.1068,5811568.823
1119324,Seat - Urban Design Park Style - Green Powder Coat - Kings Domain,Seat,,,,321722.4138,5811231.022
1119325,Seat - Urban Design Park Style - Green Powder Coat - Gordon Reserve,Seat,,,,321647.7972,5813070.248
1119326,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322433.5684,5810069.838
1119327,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322320.254,5810069.838
1119328,Seat - Urban Design Park Style - Green Powder Coat - Yarra Park North,Seat,,,,322762.0828,5812570.539
1119329,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens North,Seat,,,,321352.2249,5814270.003
1119330,Seat - Urban Design Park Style - Green Powder Coat - Darling Square,Seat,,,,322948.1668,5813026.536
1119331,Seat - Urban Design Park Style - Green Powder Coat - Enterprize Park,Seat,,,,320416.8987,5812162.602
1119332,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322552.0282,5809815.07
1119333,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322442.2925,5809775.878
1119334,Seat - Urban Design Park Style - Green Powder Coat - Alexandra Gardens,Seat,,,,321421.424,5812200.615
1119335,Seat - Urban Design Park Style - Green Powder Coat - Yarra Park North,Seat,,,,322862.0719,5812512.291
1119336,Seat - Urban Design Park Style - Green Powder Coat - Sturt Street Reserve,Seat,,,,320915.8218,5811091.29
1119337,Seat - Urban Design Park Style - Green Powder Coat - Queen Victoria Gardens,Seat,,,,321515.4266,5812013.873
1119338,Seat - Urban Design Park Style - Green Powder Coat - Queen Victoria Gardens,Seat,,,,321584.3784,5812005.014
1119339,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens North,Seat,,,,321325.0466,5814143.679
1119340,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens South,Seat,,,,321591.8244,5813827.923
1119341,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens South,Seat,,,,321445.8812,5813775.764
1119342,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens South,Seat,,,,321392.1183,5813766.246
1119343,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens South,Seat,,,,321554.7098,5813744.24
1119344,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens South,Seat,,,,321447.0438,5813707.238
1119345,Seat - Urban Design Park Style - Green Powder Coat - Gordon Reserve,Seat,,,,321645.5378,5813056.69
1119346,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322311.3402,5809897.733
1119347,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322405.7634,5809744.165
1119348,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322485.0472,5809529.308
1119349,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322547.0395,5809649.734
1119350,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322435.7618,5809741.945
1119351,Seat - Urban Design Park Style - Green Powder Coat - Flagstaff Gardens,Seat,,,,319967.7641,5813431.894
1119352,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens North,Seat,,,,321430.379,5814197.738
1119353,Seat - Urban Design Park Style - Green Powder Coat - North Bank Yarra River Reserve,Seat,,,,321915.1522,5812005.534
1119354,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens North,Seat,,,,321562.2053,5814281.241
1119355,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens North,Seat,,,,321421.1354,5814228.742
1119356,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens North,Seat,,,,321417.3835,5814302.737
1119357,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens South,Seat,,,,321442.1375,5813794.24
1119358,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens South,Seat,,,,321588.3611,5813831.852
1119359,Seat - Urban Design Park Style - Green Powder Coat - Treasury Gardens,Seat,,,,321732.6964,5812942.444
1119360,Seat - Urban Design Park Style - Green Powder Coat - Parliament Reserve,Seat,,,,321577.5178,5813372.996
1119361,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens North,Seat,,,,321310.0226,5814177.512
1119362,Seat - Urban Design Park Style - Green Powder Coat - Flagstaff Gardens,Seat,,,,320003.5758,5813084.915
1119363,Seat - Urban Design Park Style - Green Powder Coat - Treasury Gardens,Seat,,,,321833.8152,5812887.445
1119364,Seat - Urban Design Park Style - Green Powder Coat - Darling Square,Seat,,,,323032.7692,5813068.538
1119365,Seat - Urban Design Park Style - Green Powder Coat - Darling Square,Seat,,,,323013.0039,5813095.082
1119366,Seat - Urban Design Park Style - Green Powder Coat - Darling Square,Seat,,,,322974.5205,5813069.358
1119367,Seat - Urban Design Park Style - Green Powder Coat - Flagstaff Gardens,Seat,,,,319957.094,5813254.07
1119368,Seat - Urban Design Park Style - Green Powder Coat - Parliament Reserve,Seat,,,,321610.8558,5813318.737
1119369,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322057.4754,5812888.844
1119370,Seat - Urban Design Park Style - Green Powder Coat - Shrine Gardens,Seat,,,,321697.8577,5811205.657
1119371,Seat - Urban Design Park Style - Green Powder Coat - Yarra Park North,Seat,,,,322698.5568,5812192.546
1119372,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322155.1639,5813105.08
1119373,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322441.5751,5809709.602
1119374,Seat - Urban Design Park Style - Green Powder Coat - Queen Victoria Gardens,Seat,,,,321452.0491,5812035.008
1119375,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322399.5295,5809698.194
1119376,Seat - Urban Design Park Style - Green Powder Coat - Jolimont Reserve,Seat,,,,322306.3927,5812622.979
1119377,Seat - Urban Design Park Style - Green Powder Coat - Wellington Park,Seat,,,,321907.599,5812672.009
1119378,Seat - Urban Design Park Style - Green Powder Coat - Treasury Gardens,Seat,,,,321896.0218,5812798.733
1119379,Seat - Urban Design Park Style - Green Powder Coat - Treasury Gardens,Seat,,,,321836.7259,5812767.299
1119380,Seat - Urban Design Park Style - Green Powder Coat - Treasury Gardens,Seat,,,,,
1119381,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322462.2639,5813180.235
1119382,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322496.4512,5809820.059
1119383,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322668.3688,5810168.528
1119384,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322394.5491,5812747.723
1119385,Seat - Urban Design Park Style - Green Powder Coat - Jolimont Reserve,Seat,,,,322250.4282,5812629.247
1119386,Seat - Urban Design Park Style - Green Powder Coat - Jolimont Reserve,Seat,,,,322348.0425,5812623.478
1119387,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322631.683,5810204.521
1119388,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens South,Seat,,,,321369.7885,5813783.542
1119389,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322284.3021,5812814.41
1119390,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322405.7964,5812823.228
1119391,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322072.7962,5812878.736
1119392,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322087.3007,5812884.235
1119393,Seat - Urban Design Park Style - Green Powder Coat - Birrurung Marr,Seat,,,,321693.2977,5812280.718
1119394,Seat - Urban Design Park Style - Green Powder Coat - Birrurung Marr,Seat,,,,321731.4265,5812245.975
1119395,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322168.2171,5812833.686
1119396,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322402.3826,5809707.462
1119397,Seat - Urban Design Park Style - Green Powder Coat - Shrine Gardens,Seat,,,,321547.2391,5811352.977
1119398,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322211.9366,5810158.91
1119399,Seat - Urban Design Park Style - Green Powder Coat - Treasury Gardens,Seat,,,,321843.9575,5812851.732
1119400,Seat - Urban Design Park Style - Green Powder Coat - Treasury Gardens,Seat,,,,321798.5724,5812954.071
1119401,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322404.2379,5813025.237
1119402,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322428.7693,5813243.732
1119403,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322041.5527,5813044.733
1119404,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,321989.6781,5812817.239
1119405,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322015.2402,5812884.735
1119406,Seat - Urban Design Park Style - Green Powder Coat - Kings Domain,Seat,,,,321529.3456,5811692.528
1119407,Seat - Urban Design Park Style - Green Powder Coat - Birrurung Marr,Seat,,,,321438.5094,5812363.921
1119408,Seat - Urban Design Park Style - Green Powder Coat - Kings Domain,Seat,,,,321546.8845,5811652.136
1119409,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,,
1119410,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322689.0329,5810153.911
1119411,Seat - Urban Design Park Style - Green Powder Coat - Kings Domain South,Seat,,,,322377.0596,5810727.784
1119412,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322590.693,5809435.437
1119413,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322260.3644,5810194.603
1119414,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322226.2926,5810281.995
1119415,Seat - Urban Design Park Style - Green Powder Coat - Shrine Gardens,Seat,,,,321638.8339,5811307.176
1119416,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322124.0276,5812825.887
1119417,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322158.3304,5812852.232
1119418,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322210.8646,5810051.302
1119419,Seat - Urban Design Park Style - Green Powder Coat - Kings Domain,Seat,,,,321705.1717,5811912.803
1119420,Seat - Urban Design Park Style - Green Powder Coat - Shrine Gardens,Seat,,,,321699.177,5811156.757
1119421,Seat - Urban Design Park Style - Green Powder Coat - Kings Domain,Seat,,,,321640.8294,5811452.857
1119422,Seat - Urban Design Park Style - Green Powder Coat - Treasury Gardens,Seat,,,,321863.5991,5812897.083
1119423,Seat - Urban Design Park Style - Green Powder Coat - Parliament Reserve,Seat,,,,321594.8918,5813320.237
1119424,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens North,Seat,,,,321305.4627,5814194.189
1119425,Seat - Urban Design Park Style - Green Powder Coat - Darling Square,Seat,,,,322989.9732,5813039.924
1119426,Seat - Urban Design Park Style - Green Powder Coat - Royal Society,Seat,,,,321209.6377,5813566.556
1119427,Seat - Urban Design Park Style - Green Powder Coat - Royal Society,Seat,,,,321210.2314,5813591.841
1119428,Seat - Urban Design Park Style - Green Powder Coat - Gordon Reserve,Seat,,,,321668.7663,5813067.558
1119429,Seat - Urban Design Park Style - Green Powder Coat - Gordon Reserve,Seat,,,,321667.8675,5813056.02
1119430,Seat - Urban Design Park Style - Green Powder Coat - Kings Domain,Seat,,,,,
1119431,Seat - Urban Design Park Style - Green Powder Coat - Kings Domain,Seat,,,,321900.4416,5811044.95
1119432,Seat - Urban Design Park Style - Green Powder Coat - Queen Victoria Gardens,Seat,,,,321363.8597,5811929.83
1119433,Seat - Urban Design Park Style - Green Powder Coat - Birrurung Marr,Seat,,,,321825.2725,5812145.836
1119434,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322395.4314,5810050.232
1119435,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322097.1957,5810226.256
1119436,Seat - Urban Design Park Style - Green Powder Coat - Shrine Gardens,Seat,,,,321790.3018,5811054.078
1119437,Seat - Urban Design Park Style - Green Powder Coat - Powlett Reserve,Seat,,,,322773.9239,5813237.783
1119438,Seat - Urban Design Park Style - Green Powder Coat - Powlett Reserve,Seat,,,,322850.4453,5813233.434
1119439,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322164.1849,5813208.689
1119440,Seat - Urban Design Park Style - Green Powder Coat - Queen Victoria Gardens,Seat,,,,321455.3721,5812038.338
1119441,Seat - Urban Design Park Style - Green Powder Coat - Flagstaff Gardens,Seat,,,,319952.7072,5813407.399
1119442,Seat - Urban Design Park Style - Green Powder Coat - Flagstaff Gardens,Seat,,,,319938.0543,5813335.434
1119443,Seat - Urban Design Park Style - Green Powder Coat - Flagstaff Gardens,Seat,,,,319946.8361,5813121.337
1119444,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322386.699,5809680.388
1119445,Seat - Urban Design Park Style - Green Powder Coat - Alexandra Gardens,Seat,,,,321378.4466,5812192.256
1119446,Seat - Urban Design Park Style - Green Powder Coat - Treasury Gardens,Seat,,,,321746.236,5812890.994
1119447,Seat - Urban Design Park Style - Green Powder Coat - Treasury Gardens,Seat,,,,321831.0363,5812889.554
1119448,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322200.5408,5812991.534
1119449,Seat - Urban Design Park Style - Green Powder Coat - Jolimont Reserve,Seat,,,,322154.0755,5812646.304
1119450,Seat - Urban Design Park Style - Green Powder Coat - Wellington Park,Seat,,,,322009.5094,5812658.611
1119451,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322478.6319,5809587.746
1119452,Seat - Urban Design Park Style - Green Powder Coat - Birrurung Marr,Seat,,,,321874.7558,5812053.914
1119453,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens North,Seat,,,,321492.1074,5814194.239
1119454,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens North,Seat,,,,321585.071,5814246.928
1119455,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens North,Seat,,,,321603.7479,5814266.874
1119456,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens North,Seat,,,,321520.102,5814130.242
1119457,Seat - Urban Design Park Style - Green Powder Coat - Wellington Park,Seat,,,,322070.2482,5812650.073
1119458,Seat - Urban Design Park Style - Green Powder Coat - Birrurung Marr,Seat,,,,,
1119459,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322150.8349,5810146.193
1119460,Seat - Urban Design Park Style - Green Powder Coat - North Bank Yarra River Reserve,Seat,,,,321985.481,5811933.709
1119461,Seat - Urban Design Park Style - Green Powder Coat - Kings Domain,Seat,,,,321455.3969,5811761.014
1119462,Seat - Urban Design Park Style - Green Powder Coat - Shrine Gardens,Seat,,,,321525.0495,5811106.037
1119463,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322254.0646,5809652.813
1119464,Seat - Urban Design Park Style - Green Powder Coat - Queen Victoria Gardens,Seat,,,,321395.095,5811934.939
1119465,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens North,Seat,,,,321615.259,5814156.736
1119466,Seat - Urban Design Park Style - Green Powder Coat - Darling Square,Seat,,,,323001.6988,5812994.833
1119467,Seat - Urban Design Park Style - Green Powder Coat - Darling Square,Seat,,,,322977.3983,5813099.821
1119468,Seat - Urban Design Park Style - Green Powder Coat - Darling Square,Seat,,,,322997.815,5813046.202
1119469,Seat - Urban Design Park Style - Green Powder Coat - Darling Square,Seat,,,,322974.7184,5813034.565
1119470,Seat - Urban Design Park Style - Green Powder Coat - Flagstaff Gardens,Seat,,,,319936.768,5813263.418
1119471,Seat - Urban Design Park Style - Green Powder Coat - Kings Domain,Seat,,,,321865.7925,5811058.667
1119472,Seat - Urban Design Park Style - Green Powder Coat - Royal Society,Seat,,,,321210.9983,5813596.84
1119473,Seat - Urban Design Park Style - Green Powder Coat - Parliament Reserve,Seat,,,,321625.0469,5813349.731
1119474,Seat - Urban Design Park Style - Green Powder Coat - Parliament Reserve,Seat,,,,,
1119475,Seat - Urban Design Park Style - Green Powder Coat - Shrine Gardens,Seat,,,,321643.8144,5810979.143
1119476,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322102.9018,5810184.925
1119477,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322124.9842,5810152.141
1119478,Seat - Urban Design Park Style - Green Powder Coat - Enterprize Park,Seat,,,,320433.8522,5812171.24
1119479,Seat - Urban Design Park Style - Green Powder Coat - Enterprize Park,Seat,,,,320444.8522,5812177.239
1119480,Seat - Urban Design Park Style - Green Powder Coat - Kings Domain,Seat,,,,321569.709,5811459.115
1119481,Seat - Urban Design Park Style - Green Powder Coat - Queen Victoria Gardens,Seat,,,,321405.7734,5811942.567
1119482,Seat - Urban Design Park Style - Green Powder Coat - Queen Victoria Gardens,Seat,,,,321355.5397,5811969.322
1119483,Seat - Urban Design Park Style - Green Powder Coat - Queen Victoria Gardens,Seat,,,,321604.3663,5812017.402
1119484,Seat - Urban Design Park Style - Green Powder Coat - Kings Domain,Seat,,,,321656.9006,5811339.33
1119485,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322063.701,5810276.496
