Asset_Number_AR,Asset_Description_AR,Category,Model_No,Model_Description,Colour_Scheme,Easting_Coord,Northing_Coord,latitude,longitude
1080488,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321126.6832,5814427.765,-37.8000268519,144.968268408
1080496,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,322434.1656,5812618.397,-37.816580044,144.982667433
1080497,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,322433.9265,5812617.177,-37.8165909868,144.982664418
1080498,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,322433.6956,5812615.837,-37.816603012,144.982661468
1080506,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,318534.6586,5817077.065,-37.7756522724,144.939507271
1080507,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,318532.7126,5817077.685,-37.7756463015,144.939485343
1080508,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,319587.4754,5816519.806,-37.7808801577,144.951316117
1080512,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316098.7201,5811775.695,-37.8229159832,144.910519356
1080513,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316096.1969,5811774.525,-37.8229260131,144.910490408
1080514,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316789.3451,5811929.234,-37.8216719386,144.918400306
1080515,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316787.0445,5811945.611,-37.8215239656,144.918378328
1080516,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316791.8601,5811946.831,-37.8215139436,144.918433317
1080517,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316794.037,5811947.441,-37.8215088862,144.91845819
1080518,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316798.8608,5811948.651,-37.8214989558,144.918513269
1080519,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316835.4478,5811954.469,-37.8214538956,144.918930182
1080520,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316657.0813,5811897.081,-37.8219349851,144.916890323
1080521,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316658.4171,5811892.232,-37.8219789294,144.916904263
1080522,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316658.9036,5811890.352,-37.8219959606,144.916909311
1080523,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316660.2394,5811885.493,-37.822039995,144.916923248
1080524,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316668.7986,5811853.05,-37.8223339351,144.917012221
1080525,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316667.4711,5811857.789,-37.8222909833,144.916998347
1080526,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316687.7889,5811851.14,-37.8223549537,144.917227372
1080527,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316689.1165,5811846.291,-37.8223988963,144.917241219
1080528,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316879.9178,5811780.824,-37.8230268777,144.919391207
1080529,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316876.0669,5811779.734,-37.8230359228,144.919347204
1080530,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316870.3031,5811778.165,-37.8230488985,144.919281359
1080531,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316866.4522,5811777.075,-37.8230579436,144.919237356
1080532,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316849.7214,5811769.156,-37.823125914,144.919045372
1080533,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316839.9005,5811770.606,-37.8231108825,144.918934221
1080534,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317276.635,5811698.491,-37.8238479917,144.923875199
1080535,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,319600.4873,5814428.565,-37.7997194648,144.950943462
1080538,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,319463.1358,5814116.027,-37.8025074853,144.949306418
1080539,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,319461.8165,5814116.107,-37.8025065039,144.949291461
1080540,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,319460.4971,5814116.307,-37.8025044416,144.949276533
1080546,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,322745.1505,5809857.999,-37.8415049934,144.985522388
1080547,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,322742.685,5809858.279,-37.8415019921,144.985494453
1080548,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,319311.5437,5813747.451,-37.8057974172,144.947493603
1080553,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321255.055,5812935.933,-37.8134896956,144.969357595
1080563,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321471.7813,5812760.058,-37.8151163044,144.97177495
1080564,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321017.0708,5811382.234,-37.8274379859,144.966271408
1080565,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321020.4269,5811381.314,-37.8274469311,144.966309293
1080566,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321018.7612,5811381.494,-37.8274449831,144.966290421
1080567,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321028.7882,5811422.006,-37.8270820391,144.966414308
1080568,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321027.1968,5811422.416,-37.8270780339,144.966396337
1080569,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,319904.0675,5813679.244,-37.8065288437,144.954203393
1080572,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320560.1587,5814201.94,-37.8019498378,144.961781359
1080599,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316046.1444,5813448.531,-37.8078378636,144.910347302
1080600,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316103.5934,5813270.406,-37.8094538413,144.910954285
1080601,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316203.6736,5813308.938,-37.8091269285,144.912100269
1080602,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316493.6563,5813320.416,-37.8090818727,144.915395334
1080603,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316491.7102,5813320.596,-37.8090798602,144.915373285
1080604,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321497.5662,5812260.458,-37.8196215043,144.971944554
1080605,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321497.426,5812259.128,-37.8196334568,144.971942635
1080608,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321790.2782,5810603.919,-37.8346000192,144.974860383
1080609,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321791.1276,5810605.599,-37.8345850525,144.974870444
1080610,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321790.839,5810602.6,-37.8346120097,144.974866428
1080617,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320623.6767,5812210.748,-37.8198979295,144.962009301
1080618,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320655.3491,5812220.766,-37.8198139171,144.962371421
1080619,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320628.9375,5812212.308,-37.8198849118,144.962069423
1080620,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320634.0087,5812213.747,-37.8198729467,144.962127363
1080621,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320639.5087,5812215.757,-37.8198559226,144.962190313
1080622,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320644.7696,5812217.317,-37.8198429048,144.962250437
1080623,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320650.1872,5812218.876,-37.8198299268,144.962312339
1080634,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321061.6398,5811919.526,-37.8226070809,144.966910369
1080635,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316065.2666,5814228.675,-37.8008148085,144.910762439
1080636,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316064.1864,5814226.095,-37.8008378296,144.910749522
1080637,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316310.9194,5814186.973,-37.801239868,144.913540434
1080638,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320329.4886,5811548.311,-37.8258069212,144.958504399
1080639,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320328.796,5811547.511,-37.8258139908,144.958496336
1080644,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317817.3582,5814864.547,-37.7954384953,144.930811568
1080645,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317819.8402,5814865.007,-37.7954348469,144.930839857
1080650,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320419.8964,5813493.352,-37.8083048545,144.960013444
1080651,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320418.4204,5813492.432,-37.808312851,144.959996459
1080652,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320417.0103,5813492.072,-37.8083158164,144.95998036
1080653,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320415.4518,5813491.372,-37.808321815,144.959962493
1080654,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,320414.0418,5813490.892,-37.8083258613,144.959946366
1080657,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,319327.6149,5813905.659,-37.804375554,144.947715506
1080659,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317373.0128,5813370.636,-37.8088058441,144.925391321
1080660,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317378.1335,5813370.076,-37.8088119125,144.925449315
1080661,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317383.081,5813369.526,-37.808817856,144.925505345
1080662,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317387.8471,5813369.076,-37.8088228626,144.925559341
1080663,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317392.8771,5813368.517,-37.8088289036,144.925616306
1080664,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317397.9978,5813367.967,-37.8088348818,144.925674302
1080665,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317402.7639,5813367.407,-37.808840879,144.925728271
1080666,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317407.8021,5813366.857,-37.8088468406,144.925785331
1080667,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317412.8321,5813366.407,-37.8088518998,144.925842323
1080668,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317417.6972,5813365.847,-37.8088579168,144.925897415
